txn_id,sender_id,receiver_id,amount,timestamp,is_fraud,fraud_pattern
TXN426236,ACC321231,ACC813536,9389,2024-01-22 01:54:00,0,none
TXN666836,ACC133659,ACC379946,9024,2024-01-22 02:41:00,0,none
TXN538587,ACC864544,ACC623481,42208,2024-01-22 03:31:00,0,none
TXN311802,ACC724834,ACC632342,9441,2024-01-22 05:17:00,0,none
TXN389279,ACC148050,ACC127824,25873,2024-01-22 10:57:00,0,none
TXN701761,ACC498591,ACC854639,33014,2024-01-22 11:14:00,0,none
TXN326813,ACC267753,ACC571029,14718,2024-01-22 11:30:00,0,none
TXN647093,ACC127824,ACC731262,13138,2024-01-22 12:30:00,0,none
TXN711081,ACC617488,ACC230889,43310,2024-01-22 19:54:00,0,none
TXN862569,ACC770487,ACC895667,30518,2024-01-23 16:23:00,0,none
TXN837520,ACC629903,ACC133326,18994,2024-01-23 16:59:00,0,none
TXN376021,ACC590785,ACC344098,33738,2024-01-23 17:09:00,0,none
TXN592796,ACC197251,ACC575763,21483,2024-01-23 19:24:00,0,none
TXN791442,ACC748564,ACC482554,36628,2024-01-23 20:17:00,0,none
TXN948802,ACC944151,ACC182627,1658,2024-01-24 00:13:00,0,none
TXN831105,ACC898975,ACC877572,5783,2024-01-24 01:43:00,0,none
TXN846525,ACC245051,ACC770487,37979,2024-01-24 02:47:00,0,none
TXN382795,ACC881177,ACC482554,8836,2024-01-24 08:53:00,0,none
TXN400699,ACC133326,ACC265840,4432,2024-01-24 09:19:00,0,none
TXN713652,ACC748564,ACC456699,14843,2024-01-24 09:37:00,0,none
TXN262656,ACC380746,ACC623481,7895,2024-01-24 11:02:00,0,none
TXN545807,ACC816751,ACC900581,20010,2024-01-24 11:16:00,0,none
TXN805676,ACC663054,ACC127824,26906,2024-01-24 11:53:00,0,none
TXN253541,ACC148050,ACC126225,13869,2024-01-24 12:35:00,0,none
TXN864234,ACC198246,ACC684004,37690,2024-01-24 13:55:00,0,none
TXN347459,ACC267753,ACC331148,25590,2024-01-24 13:58:00,0,none
TXN828205,ACC575763,ACC654816,31521,2024-01-24 17:51:00,0,none
TXN757776,ACC172933,ACC969693,22317,2024-01-24 19:43:00,0,none
TXN974190,ACC319684,ACC338968,18833,2024-01-24 19:45:00,0,none
TXN384263,ACC375504,ACC590785,18874,2024-01-24 23:00:00,0,none
TXN920539,ACC624902,ACC930555,12349,2024-01-25 02:17:00,0,none
TXN190196,ACC542417,ACC207473,13839,2024-01-25 04:53:00,0,none
TXN707056,ACC731262,ACC271339,4477,2024-01-25 06:43:00,0,none
TXN330074,ACC249811,ACC195325,13153,2024-01-25 18:55:00,0,none
TXN487629,ACC974628,ACC983794,37363,2024-01-26 06:14:00,0,none
TXN598306,ACC479580,ACC946335,1881,2024-01-26 08:20:00,0,none
TXN874337,ACC334053,ACC930555,21223,2024-01-26 16:56:00,0,none
TXN481657,ACC969693,ACC865179,12228,2024-01-26 18:01:00,0,none
TXN974329,ACC112038,ACC391476,31596,2024-01-26 21:25:00,0,none
TXN568472,ACC584714,ACC877572,42179,2024-01-26 22:25:00,0,none
TXN839354,ACC770487,ACC497887,12977,2024-01-26 22:47:00,0,none
TXN216478,ACC634277,ACC571029,3982,2024-01-26 23:41:00,0,none
TXN681697,ACC325772,ACC881177,8830,2024-01-26 23:49:00,0,none
TXN994303,ACC876646,ACC133659,30624,2024-01-27 04:48:00,0,none
TXN309340,ACC617488,ACC308496,25953,2024-01-27 04:51:00,0,none
TXN326088,ACC340174,ACC900581,1393,2024-01-27 06:27:00,0,none
TXN596771,ACC476417,ACC287330,42318,2024-01-27 15:42:00,0,none
TXN821347,ACC680099,ACC375504,16038,2024-01-27 17:58:00,0,none
TXN913066,ACC694731,ACC895667,6023,2024-01-27 22:06:00,0,none
TXN950916,ACC452944,ACC793384,30494,2024-01-27 22:20:00,0,none
TXN687019,ACC440035,ACC719176,42896,2024-01-27 22:41:00,0,none
TXN535878,ACC500156,ACC340174,19556,2024-01-27 22:55:00,0,none
TXN778521,ACC169403,ACC832052,38074,2024-01-28 03:26:00,0,none
TXN906066,ACC407757,ACC358607,35571,2024-01-28 03:50:00,0,none
TXN124835,ACC308496,ACC391476,38927,2024-01-28 05:45:00,0,none
TXN926236,ACC500156,ACC974628,19470,2024-01-28 06:46:00,0,none
TXN680557,ACC214975,ACC265840,6679,2024-01-28 11:29:00,0,none
TXN262471,ACC590785,ACC126225,7128,2024-01-28 11:41:00,0,none
TXN332542,ACC479580,ACC748564,40413,2024-01-28 11:49:00,0,none
TXN311824,ACC865179,ACC876646,13894,2024-01-28 14:28:00,0,none
TXN142615,ACC590785,ACC584714,24931,2024-01-28 21:07:00,0,none
TXN979940,ACC482554,ACC197251,9517,2024-01-28 21:23:00,0,none
TXN748634,ACC725380,ACC759176,24772,2024-01-28 23:36:00,0,none
TXN254037,ACC379946,ACC358607,8000,2024-01-29 00:52:00,0,none
TXN855185,ACC263032,ACC684004,40575,2024-01-29 01:02:00,0,none
TXN274270,ACC694731,ACC169403,7949,2024-01-29 10:39:00,0,none
TXN696879,ACC319684,ACC832052,30823,2024-01-29 11:03:00,0,none
TXN237424,ACC813536,ACC145561,35461,2024-01-29 11:40:00,0,none
TXN105582,ACC379786,ACC263032,8563,2024-01-29 12:04:00,0,none
TXN234097,ACC905635,ACC452944,41757,2024-01-29 12:54:00,0,none
TXN357657,ACC774079,ACC883300,26426,2024-01-29 13:58:00,0,none
TXN897392,ACC456699,ACC881177,12074,2024-01-29 15:21:00,0,none
TXN218867,ACC197251,ACC133659,6861,2024-01-29 16:11:00,0,none
TXN442475,ACC738720,ACC249811,21734,2024-01-29 16:14:00,0,none
TXN475308,ACC338968,ACC126225,11010,2024-01-29 16:39:00,0,none
TXN423466,ACC671412,ACC680099,2218,2024-01-29 17:29:00,0,none
TXN159942,ACC343962,ACC719176,45245,2024-01-30 00:00:00,1,layering
TXN627276,ACC719176,ACC930555,41894,2024-01-30 00:02:00,1,layering
TXN171849,ACC265840,ACC623481,35032,2024-01-30 00:09:00,1,layering
TXN346629,ACC623481,ACC126225,32852,2024-01-30 00:12:00,1,layering
TXN556013,ACC379946,ACC391369,18962,2024-01-30 00:19:00,0,none
TXN632496,ACC930555,ACC265840,36467,2024-01-30 00:20:00,1,layering
TXN697347,ACC126225,ACC488162,28436,2024-01-30 00:40:00,1,layering
TXN967962,ACC148050,ACC456699,26609,2024-01-30 01:24:00,0,none
TXN731728,ACC214975,ACC287330,33273,2024-01-30 07:30:00,0,none
TXN358965,ACC497887,ACC379946,12411,2024-01-30 18:35:00,0,none
TXN261141,ACC172933,ACC575435,18332,2024-01-30 20:01:00,0,none
TXN417201,ACC854639,ACC479580,9166,2024-01-30 22:42:00,0,none
TXN764678,ACC308496,ACC158655,20474,2024-01-30 23:42:00,0,none
TXN957300,ACC319684,ACC623481,26995,2024-01-31 06:50:00,0,none
TXN924558,ACC343962,ACC329974,35073,2024-01-31 07:34:00,0,none
TXN111691,ACC340174,ACC245051,8576,2024-01-31 10:02:00,0,none
TXN109968,ACC148050,ACC476417,973,2024-01-31 11:32:00,0,none
TXN407696,ACC881177,ACC375504,13572,2024-01-31 12:21:00,0,none
TXN958130,ACC705397,ACC197251,19535,2024-01-31 15:09:00,0,none
TXN370948,ACC913694,ACC887352,12033,2024-01-31 18:03:00,0,none
TXN645940,ACC765822,ACC835392,30443,2024-01-31 21:16:00,0,none
TXN181511,ACC344098,ACC377746,28762,2024-01-31 23:02:00,0,none
TXN778700,ACC864544,ACC555884,16469,2024-02-01 10:00:00,0,none
TXN573962,ACC174870,ACC634277,40811,2024-02-01 13:51:00,0,none
TXN121722,ACC133326,ACC671858,42736,2024-02-01 20:24:00,0,none
TXN897953,ACC881177,ACC712982,10571,2024-02-01 21:39:00,0,none
TXN639292,ACC214975,ACC379786,32403,2024-02-01 22:21:00,0,none
TXN331282,ACC207473,ACC772097,11447,2024-02-02 01:10:00,0,none
TXN720517,ACC865179,ACC850800,27879,2024-02-02 04:52:00,0,none
TXN214682,ACC900581,ACC246413,11401,2024-02-02 06:08:00,0,none
TXN757966,ACC182627,ACC731262,1889,2024-02-02 10:08:00,0,none
TXN752126,ACC802729,ACC905635,24637,2024-02-02 11:37:00,0,none
TXN228270,ACC887352,ACC430776,4927,2024-02-02 12:52:00,0,none
TXN369950,ACC344098,ACC246413,35918,2024-02-02 13:46:00,0,none
TXN966723,ACC356702,ACC892495,26842,2024-02-02 14:10:00,0,none
TXN188759,ACC712982,ACC759176,26832,2024-02-02 18:08:00,0,none
TXN862847,ACC267753,ACC813536,24482,2024-02-02 22:40:00,0,none
TXN275044,ACC380746,ACC334053,19482,2024-02-03 02:12:00,0,none
TXN983456,ACC814825,ACC802729,5823,2024-02-03 02:30:00,0,none
TXN983360,ACC575763,ACC214975,18936,2024-02-03 02:54:00,0,none
TXN346249,ACC617488,ACC246413,40239,2024-02-03 03:22:00,0,none
TXN717210,ACC542666,ACC356702,27570,2024-02-03 08:03:00,0,none
TXN612643,ACC344098,ACC617488,41025,2024-02-03 08:26:00,0,none
TXN693643,ACC930555,ACC575435,3672,2024-02-03 10:54:00,0,none
TXN611833,ACC133326,ACC864544,29380,2024-02-03 11:25:00,0,none
TXN609990,ACC429963,ACC575435,23781,2024-02-03 23:43:00,0,none
TXN306698,ACC379946,ACC500156,33179,2024-02-04 01:44:00,0,none
TXN617708,ACC895667,ACC624902,14225,2024-02-04 06:14:00,0,none
TXN923481,ACC930555,ACC877572,16947,2024-02-04 17:46:00,0,none
TXN648501,ACC207175,ACC126225,37759,2024-02-04 18:06:00,0,none
TXN908713,ACC712982,ACC379946,39423,2024-02-04 22:10:00,0,none
TXN793320,ACC197251,ACC738720,25733,2024-02-04 23:10:00,0,none
TXN189170,ACC375504,ACC377746,3493,2024-02-04 23:42:00,0,none
TXN170559,ACC680099,ACC738720,29757,2024-02-05 10:40:00,0,none
TXN970357,ACC854639,ACC380746,1030,2024-02-05 17:06:00,0,none
TXN469833,ACC340174,ACC793384,43421,2024-02-05 20:05:00,0,none
TXN684791,ACC663054,ACC774079,41830,2024-02-05 21:30:00,0,none
TXN238610,ACC112038,ACC271339,31685,2024-02-05 21:46:00,0,none
TXN296911,ACC759176,ACC344098,10471,2024-02-06 03:22:00,0,none
TXN155164,ACC265840,ACC724834,40990,2024-02-06 05:39:00,0,none
TXN354471,ACC334053,ACC671858,11788,2024-02-06 09:04:00,0,none
TXN227455,ACC319684,ACC832052,24558,2024-02-06 11:05:00,0,none
TXN578938,ACC126225,ACC230889,30926,2024-02-06 11:12:00,0,none
TXN352422,ACC488162,ACC246413,3688,2024-02-06 19:15:00,0,none
TXN571435,ACC900581,ACC245051,6844,2024-02-06 20:23:00,0,none
TXN484880,ACC452944,ACC270555,23653,2024-02-07 01:39:00,0,none
TXN547011,ACC344098,ACC881177,6459,2024-02-07 02:30:00,0,none
TXN815067,ACC344098,ACC340174,32099,2024-02-07 23:13:00,0,none
TXN269930,ACC881177,ACC322955,16884,2024-02-07 23:54:00,0,none
TXN168986,ACC816751,ACC329974,37151,2024-02-08 00:18:00,0,none
TXN746781,ACC654816,ACC375504,7343,2024-02-08 04:44:00,0,none
TXN342034,ACC452944,ACC802729,7027,2024-02-08 11:39:00,0,none
TXN593602,ACC379946,ACC765822,25639,2024-02-09 04:13:00,0,none
TXN786393,ACC654816,ACC575435,24312,2024-02-09 12:31:00,0,none
TXN213079,ACC520651,ACC376183,22834,2024-02-09 15:16:00,0,none
TXN380345,ACC174870,ACC719176,18662,2024-02-09 15:45:00,0,none
TXN642827,ACC197251,ACC329974,16057,2024-02-09 18:19:00,0,none
TXN147623,ACC634277,ACC854639,39777,2024-02-09 21:23:00,0,none
TXN190400,ACC440035,ACC571029,30212,2024-02-10 01:41:00,0,none
TXN231211,ACC575763,ACC287330,41069,2024-02-10 18:36:00,0,none
TXN663051,ACC482554,ACC391369,27628,2024-02-10 19:03:00,0,none
TXN284084,ACC319684,ACC145561,6415,2024-02-10 21:36:00,0,none
TXN762055,ACC895667,ACC380746,39259,2024-02-10 21:40:00,0,none
TXN899816,ACC429963,ACC356702,16180,2024-02-11 03:39:00,0,none
TXN499371,ACC197251,ACC158655,44425,2024-02-11 05:14:00,0,none
TXN353013,ACC500156,ACC498591,28134,2024-02-11 06:04:00,0,none
TXN630519,ACC835392,ACC230889,3296,2024-02-11 13:10:00,0,none
TXN797385,ACC287330,ACC876646,40529,2024-02-11 16:22:00,0,none
TXN180418,ACC376183,ACC518801,11320,2024-02-11 19:20:00,0,none
TXN405246,ACC407419,ACC131244,30296,2024-02-11 20:04:00,0,none
TXN448787,ACC216739,ACC263032,42082,2024-02-12 05:51:00,0,none
TXN161775,ACC584714,ACC671412,2280,2024-02-12 14:23:00,0,none
TXN986340,ACC429963,ACC905635,38619,2024-02-12 14:32:00,0,none
TXN726121,ACC634277,ACC802729,18911,2024-02-12 15:57:00,0,none
TXN892630,ACC343962,ACC759176,19204,2024-02-13 01:56:00,0,none
TXN305888,ACC765822,ACC738720,43739,2024-02-13 03:44:00,0,none
TXN553882,ACC440035,ACC724834,32438,2024-02-13 12:23:00,0,none
TXN380951,ACC712982,ACC440035,37601,2024-02-13 14:30:00,0,none
TXN655550,ACC624902,ACC191161,32745,2024-02-13 14:44:00,0,none
TXN861800,ACC719176,ACC321231,7737,2024-02-13 15:37:00,0,none
TXN201255,ACC892495,ACC334053,36962,2024-02-13 16:14:00,0,none
TXN969659,ACC456699,ACC772097,535,2024-02-13 19:38:00,0,none
TXN564226,ACC877572,ACC207175,20513,2024-02-13 20:36:00,0,none
TXN945220,ACC930555,ACC379946,35129,2024-02-13 21:34:00,0,none
TXN329344,ACC321231,ACC654816,24958,2024-02-14 00:26:00,0,none
TXN114463,ACC230889,ACC488162,3110,2024-02-14 00:46:00,0,none
TXN294954,ACC403445,ACC322955,3388,2024-02-14 01:09:00,0,none
